,Unnamed: 0,predictions,true_labels,seed,data,target,noise,test_type
78,78,29.60792337183349,17.901234567901234,30,slope,DoK,0.1,sine
79,79,28.925808441960832,17.682926829268293,30,slope,DoK,0.1,sine
80,80,28.471177463503103,17.46987951807229,30,slope,DoK,0.1,sine
81,81,27.862838009545197,17.261904761904763,30,slope,DoK,0.1,sine
82,82,27.304878556949955,17.058823529411764,30,slope,DoK,0.1,sine
83,83,26.572310356202195,16.86046511627907,30,slope,DoK,0.1,sine
84,84,25.64902911462469,16.666666666666668,30,slope,DoK,0.1,sine
85,85,24.70935165617084,16.477272727272727,30,slope,DoK,0.1,sine
86,86,24.032216745442334,16.292134831460675,30,slope,DoK,0.1,sine
87,87,23.537590997852444,16.11111111111111,30,slope,DoK,0.1,sine
88,88,22.926263647793103,15.934065934065934,30,slope,DoK,0.1,sine
89,89,22.568121117178517,15.76086956521739,30,slope,DoK,0.1,sine
90,90,22.378316156762686,15.591397849462366,30,slope,DoK,0.1,sine
91,91,22.287212152695304,15.425531914893616,30,slope,DoK,0.1,sine
92,92,22.19488391315249,15.263157894736842,30,slope,DoK,0.1,sine
93,93,21.694146795915483,15.104166666666666,30,slope,DoK,0.1,sine
94,94,20.5054891495649,14.948453608247425,30,slope,DoK,0.1,sine
95,95,20.06290667896241,14.79591836734694,30,slope,DoK,0.1,sine
96,96,19.582306562212803,14.646464646464649,30,slope,DoK,0.1,sine
0,0,0.1050284159469181,483.3333333333333,0,elevation,KoD,0.0,sine
1,1,0.1124157280154964,362.5,0,elevation,KoD,0.0,sine
2,2,0.1081419234506805,290.0,0,elevation,KoD,0.0,sine
3,3,0.1148286678024743,241.66666666666663,0,elevation,KoD,0.0,sine
4,4,0.1079624974811654,207.14285714285717,0,elevation,KoD,0.0,sine
5,5,0.1114766731681638,181.25,0,elevation,KoD,0.0,sine
6,6,0.0988008676393061,161.11111111111111,0,elevation,KoD,0.0,sine
7,7,0.0940272242850263,145.0,0,elevation,KoD,0.0,sine
8,8,0.086840585837592,131.8181818181818,0,elevation,KoD,0.0,sine
9,9,0.0876588000045915,120.83333333333331,0,elevation,KoD,0.0,sine
10,10,0.0987884546520446,111.53846153846152,0,elevation,KoD,0.0,sine
11,11,0.1079573090455975,103.57142857142856,0,elevation,KoD,0.0,sine
12,12,0.1135870401570916,96.66666666666669,0,elevation,KoD,0.0,sine
13,13,0.1148156203194112,90.625,0,elevation,KoD,0.0,sine
14,14,0.1213744776921794,85.29411764705883,0,elevation,KoD,0.0,sine
15,15,0.1105928109673284,80.55555555555556,0,elevation,KoD,0.0,sine
16,16,0.1160275497415739,76.3157894736842,0,elevation,KoD,0.0,sine
17,17,0.1135794421229195,72.5,0,elevation,KoD,0.0,sine
18,18,0.1142749779060269,69.04761904761905,0,elevation,KoD,0.0,sine
19,19,0.113061344470056,65.9090909090909,0,elevation,KoD,0.0,sine
20,20,0.1116599947084739,63.04347826086956,0,elevation,KoD,0.0,sine
21,21,0.1037744013095032,60.41666666666666,0,elevation,KoD,0.0,sine
22,22,0.1054481529571535,58.0,0,elevation,KoD,0.0,sine
23,23,0.101874304160203,55.76923076923077,0,elevation,KoD,0.0,sine
24,24,0.0994610576029933,53.7037037037037,0,elevation,KoD,0.0,sine
25,25,0.0978854096961385,51.785714285714285,0,elevation,KoD,0.0,sine
26,26,0.1013847915777036,50.0,0,elevation,KoD,0.0,sine
27,27,0.1038183889511303,48.333333333333336,0,elevation,KoD,0.0,sine
28,28,0.1091807368473613,46.774193548387096,0,elevation,KoD,0.0,sine
29,29,0.1138872542859663,45.3125,0,elevation,KoD,0.0,sine
30,30,0.1158208579595831,43.93939393939394,0,elevation,KoD,0.0,sine
31,31,0.1181575754900524,42.64705882352941,0,elevation,KoD,0.0,sine
32,32,0.1204784635174055,41.42857142857143,0,elevation,KoD,0.0,sine
33,33,0.1315378802488729,40.27777777777778,0,elevation,KoD,0.0,sine
34,34,0.1228454787529139,39.18918918918919,0,elevation,KoD,0.0,sine
35,35,0.1239411405330457,38.1578947368421,0,elevation,KoD,0.0,sine
36,36,0.1238077033073011,37.17948717948718,0,elevation,KoD,0.0,sine
37,37,0.1241535693029947,36.25,0,elevation,KoD,0.0,sine
38,38,0.1225616023604144,35.36585365853659,0,elevation,KoD,0.0,sine
39,39,0.1231682906937979,34.523809523809526,0,elevation,KoD,0.0,sine
40,40,0.1252694118693232,33.72093023255814,0,elevation,KoD,0.0,sine
41,41,0.1265973245775389,32.95454545454545,0,elevation,KoD,0.0,sine
42,42,0.1284210904495217,32.22222222222222,0,elevation,KoD,0.0,sine
43,43,0.1296125780721647,31.52173913043478,0,elevation,KoD,0.0,sine
44,44,0.1299302822157432,30.851063829787236,0,elevation,KoD,0.0,sine
45,45,0.131002015652536,30.20833333333333,0,elevation,KoD,0.0,sine
46,46,0.1292329458651187,29.59183673469388,0,elevation,KoD,0.0,sine
47,47,0.1293810231796089,29.0,0,elevation,KoD,0.0,sine
48,48,0.1298608229629789,28.431372549019606,0,elevation,KoD,0.0,sine
49,49,0.1297356532811903,27.884615384615383,0,elevation,KoD,0.0,sine
50,50,0.1299059761458067,27.358490566037737,0,elevation,KoD,0.0,sine
51,51,0.1273764620791947,26.85185185185185,0,elevation,KoD,0.0,sine
52,52,0.1302040724592635,26.363636363636363,0,elevation,KoD,0.0,sine
53,53,0.129600312568041,25.892857142857142,0,elevation,KoD,0.0,sine
54,54,0.1275069772289569,25.43859649122807,0,elevation,KoD,0.0,sine
55,55,0.1272104342630812,25.0,0,elevation,KoD,0.0,sine
56,56,0.125748891221703,24.57627118644068,0,elevation,KoD,0.0,sine
57,57,0.1274750126461515,24.166666666666668,0,elevation,KoD,0.0,sine
58,58,0.1269584205945294,23.770491803278688,0,elevation,KoD,0.0,sine
59,59,0.1267310864783926,23.387096774193548,0,elevation,KoD,0.0,sine
60,60,0.1316553277560064,23.015873015873016,0,elevation,KoD,0.0,sine
61,61,0.1338748789522308,22.65625,0,elevation,KoD,0.0,sine
62,62,0.1305453144872261,22.307692307692307,0,elevation,KoD,0.0,sine
63,63,0.1348216358146529,21.96969696969697,0,elevation,KoD,0.0,sine
64,64,0.132768195194864,21.64179104477612,0,elevation,KoD,0.0,sine
65,65,0.1339818434852516,21.323529411764707,0,elevation,KoD,0.0,sine
66,66,0.13819110773131,21.014492753623188,0,elevation,KoD,0.0,sine
67,67,0.1454810146145666,20.714285714285715,0,elevation,KoD,0.0,sine
68,68,0.1329749007702418,20.422535211267604,0,elevation,KoD,0.0,sine
69,69,0.1623450175108006,20.13888888888889,0,elevation,KoD,0.0,sine
70,70,0.147912559558535,19.863013698630137,0,elevation,KoD,0.0,sine
71,71,0.1543769003995262,19.594594594594597,0,elevation,KoD,0.0,sine
72,72,0.1403698644549955,19.33333333333333,0,elevation,KoD,0.0,sine
73,73,0.1409841497615214,19.07894736842105,0,elevation,KoD,0.0,sine
74,74,0.1415418185196007,18.83116883116883,0,elevation,KoD,0.0,sine
75,75,0.1424739034623841,18.58974358974359,0,elevation,KoD,0.0,sine
76,76,0.1419807240936335,18.354430379746837,0,elevation,KoD,0.0,sine
77,77,0.1441201335893845,18.125,0,elevation,KoD,0.0,sine
78,78,0.1396309123947914,17.901234567901234,0,elevation,KoD,0.0,sine
79,79,0.1396425497692922,17.682926829268293,0,elevation,KoD,0.0,sine
80,80,0.1381304804903386,17.46987951807229,0,elevation,KoD,0.0,sine
81,81,0.1371252226906011,17.261904761904763,0,elevation,KoD,0.0,sine
82,82,0.1358578374865586,17.058823529411764,0,elevation,KoD,0.0,sine
83,83,0.1354804100993714,16.86046511627907,0,elevation,KoD,0.0,sine
84,84,0.1351945559473835,16.666666666666668,0,elevation,KoD,0.0,sine
85,85,0.1351024776620145,16.477272727272727,0,elevation,KoD,0.0,sine
86,86,0.1338157541294115,16.292134831460675,0,elevation,KoD,0.0,sine
87,87,0.1328799110191881,16.11111111111111,0,elevation,KoD,0.0,sine
88,88,0.1326828841573584,15.934065934065934,0,elevation,KoD,0.0,sine
89,89,0.1302805981702859,15.76086956521739,0,elevation,KoD,0.0,sine
90,90,0.1306129211820146,15.591397849462366,0,elevation,KoD,0.0,sine
91,91,0.130139540628744,15.425531914893616,0,elevation,KoD,0.0,sine
92,92,0.1303315551859473,15.263157894736842,0,elevation,KoD,0.0,sine
93,93,0.1297773432628537,15.104166666666666,0,elevation,KoD,0.0,sine
94,94,0.1303229375021677,14.948453608247425,0,elevation,KoD,0.0,sine
95,95,0.1301090763420312,14.79591836734694,0,elevation,KoD,0.0,sine
96,96,0.1299974560103862,14.646464646464649,0,elevation,KoD,0.0,sine
0,0,1.4560571830937152,483.3333333333333,0,slope,logDoK,0.1,sine
1,1,1.4618031970499,362.5,0,slope,logDoK,0.1,sine
2,2,1.469340470064049,290.0,0,slope,logDoK,0.1,sine
3,3,1.477264140819993,241.66666666666663,0,slope,logDoK,0.1,sine
4,4,1.484602751124824,207.14285714285717,0,slope,logDoK,0.1,sine
5,5,1.4912906121346097,181.25,0,slope,logDoK,0.1,sine
6,6,1.4964705765231758,161.11111111111111,0,slope,logDoK,0.1,sine
7,7,1.5064237665270903,145.0,0,slope,logDoK,0.1,sine
8,8,1.5145118844948262,131.8181818181818,0,slope,logDoK,0.1,sine
9,9,1.522455732571679,120.83333333333331,0,slope,logDoK,0.1,sine
10,10,1.5297720373189128,111.53846153846152,0,slope,logDoK,0.1,sine
11,11,1.536878587969473,103.57142857142856,0,slope,logDoK,0.1,sine
12,12,1.5432782775461502,96.66666666666669,0,slope,logDoK,0.1,sine
13,13,1.547380085414,90.625,0,slope,logDoK,0.1,sine
14,14,1.5509620305431278,85.29411764705883,0,slope,logDoK,0.1,sine
15,15,1.558618853160474,80.55555555555556,0,slope,logDoK,0.1,sine
16,16,1.555913495981113,76.3157894736842,0,slope,logDoK,0.1,sine
17,17,1.5567759638990064,72.5,0,slope,logDoK,0.1,sine
18,18,1.5455241811666314,69.04761904761905,0,slope,logDoK,0.1,sine
19,19,1.5238779267385691,65.9090909090909,0,slope,logDoK,0.1,sine
20,20,1.4969448868112445,63.04347826086956,0,slope,logDoK,0.1,sine
21,21,1.4976195787690323,60.41666666666666,0,slope,logDoK,0.1,sine
22,22,1.4622707542792464,58.0,0,slope,logDoK,0.1,sine
23,23,1.453399199644481,55.76923076923077,0,slope,logDoK,0.1,sine
24,24,1.4297988146603642,53.7037037037037,0,slope,logDoK,0.1,sine
25,25,1.4476311666240989,51.785714285714285,0,slope,logDoK,0.1,sine
26,26,1.440368927274271,50.0,0,slope,logDoK,0.1,sine
27,27,1.4278033676632185,48.333333333333336,0,slope,logDoK,0.1,sine
28,28,1.421273855648561,46.774193548387096,0,slope,logDoK,0.1,sine
29,29,1.4215152672659717,45.3125,0,slope,logDoK,0.1,sine
30,30,1.4395451768930516,43.93939393939394,0,slope,logDoK,0.1,sine
31,31,1.4414155695209512,42.64705882352941,0,slope,logDoK,0.1,sine
32,32,1.439522728088754,41.42857142857143,0,slope,logDoK,0.1,sine
33,33,1.5310875331579927,40.27777777777778,0,slope,logDoK,0.1,sine
34,34,1.434244189506658,39.18918918918919,0,slope,logDoK,0.1,sine
35,35,1.4523761317118855,38.1578947368421,0,slope,logDoK,0.1,sine
36,36,1.4684317129981874,37.17948717948718,0,slope,logDoK,0.1,sine
37,37,1.476832436193317,36.25,0,slope,logDoK,0.1,sine
38,38,1.4750113204302748,35.36585365853659,0,slope,logDoK,0.1,sine
39,39,1.4591903363112186,34.523809523809526,0,slope,logDoK,0.1,sine
40,40,1.442640246952125,33.72093023255814,0,slope,logDoK,0.1,sine
41,41,1.435007755809993,32.95454545454545,0,slope,logDoK,0.1,sine
42,42,1.4160392938034163,32.22222222222222,0,slope,logDoK,0.1,sine
43,43,1.4259668835756298,31.52173913043478,0,slope,logDoK,0.1,sine
44,44,1.4328850238878414,30.851063829787236,0,slope,logDoK,0.1,sine
45,45,1.3714297338583246,30.20833333333333,0,slope,logDoK,0.1,sine
46,46,1.4242879299305968,29.59183673469388,0,slope,logDoK,0.1,sine
47,47,1.425424940381268,29.0,0,slope,logDoK,0.1,sine
48,48,1.417969829581572,28.431372549019606,0,slope,logDoK,0.1,sine
49,49,1.410853251662,27.884615384615383,0,slope,logDoK,0.1,sine
50,50,1.4086853970292958,27.358490566037737,0,slope,logDoK,0.1,sine
51,51,1.4086186031393892,26.85185185185185,0,slope,logDoK,0.1,sine
52,52,1.3968283560610852,26.363636363636363,0,slope,logDoK,0.1,sine
53,53,1.3812121328680111,25.892857142857142,0,slope,logDoK,0.1,sine
54,54,1.3801963091256817,25.43859649122807,0,slope,logDoK,0.1,sine
55,55,1.395169600200776,25.0,0,slope,logDoK,0.1,sine
56,56,1.3875978865871434,24.57627118644068,0,slope,logDoK,0.1,sine
57,57,1.3939364916781063,24.166666666666668,0,slope,logDoK,0.1,sine
58,58,1.4130277979619836,23.770491803278688,0,slope,logDoK,0.1,sine
59,59,1.4439215682213076,23.387096774193548,0,slope,logDoK,0.1,sine
60,60,1.4968767832372218,23.015873015873016,0,slope,logDoK,0.1,sine
61,61,1.5553297452141166,22.65625,0,slope,logDoK,0.1,sine
62,62,1.5986067424989945,22.307692307692307,0,slope,logDoK,0.1,sine
63,63,1.604908246694614,21.96969696969697,0,slope,logDoK,0.1,sine
64,64,1.621125819534991,21.64179104477612,0,slope,logDoK,0.1,sine
65,65,1.619939941495748,21.323529411764707,0,slope,logDoK,0.1,sine
66,66,1.6177756475667338,21.014492753623188,0,slope,logDoK,0.1,sine
67,67,1.6284667627146536,20.714285714285715,0,slope,logDoK,0.1,sine
68,68,1.6208270478460705,20.422535211267604,0,slope,logDoK,0.1,sine
69,69,1.629379285122348,20.13888888888889,0,slope,logDoK,0.1,sine
70,70,1.6095659336143702,19.863013698630137,0,slope,logDoK,0.1,sine
71,71,1.633679714771887,19.594594594594597,0,slope,logDoK,0.1,sine
72,72,1.624429129368479,19.33333333333333,0,slope,logDoK,0.1,sine
73,73,1.619074240295194,19.07894736842105,0,slope,logDoK,0.1,sine
74,74,1.6213983156863376,18.83116883116883,0,slope,logDoK,0.1,sine
75,75,1.612609885065298,18.58974358974359,0,slope,logDoK,0.1,sine
76,76,1.602802069998239,18.354430379746837,0,slope,logDoK,0.1,sine
77,77,1.5744618972713558,18.125,0,slope,logDoK,0.1,sine
78,78,1.51377666057431,17.901234567901234,0,slope,logDoK,0.1,sine
79,79,1.4602478653071114,17.682926829268293,0,slope,logDoK,0.1,sine
80,80,1.4265976601879098,17.46987951807229,0,slope,logDoK,0.1,sine
81,81,1.4039417006979962,17.261904761904763,0,slope,logDoK,0.1,sine
82,82,1.387384960599252,17.058823529411764,0,slope,logDoK,0.1,sine
83,83,1.3837147959666352,16.86046511627907,0,slope,logDoK,0.1,sine
84,84,1.3849158376922812,16.666666666666668,0,slope,logDoK,0.1,sine
85,85,1.3772349087016786,16.477272727272727,0,slope,logDoK,0.1,sine
86,86,1.389705802707735,16.292134831460675,0,slope,logDoK,0.1,sine
87,87,1.4057948832580616,16.11111111111111,0,slope,logDoK,0.1,sine
88,88,1.4121564282848655,15.934065934065934,0,slope,logDoK,0.1,sine
89,89,1.412279722766081,15.76086956521739,0,slope,logDoK,0.1,sine
90,90,1.414864527615344,15.591397849462366,0,slope,logDoK,0.1,sine
91,91,1.422968607358241,15.425531914893616,0,slope,logDoK,0.1,sine
92,92,1.4201692189521276,15.263157894736842,0,slope,logDoK,0.1,sine
93,93,1.4445923311267483,15.104166666666666,0,slope,logDoK,0.1,sine
94,94,1.4237416279437871,14.948453608247425,0,slope,logDoK,0.1,sine
95,95,1.4219672515326285,14.79591836734694,0,slope,logDoK,0.1,sine
96,96,1.4344562969419772,14.646464646464649,0,slope,logDoK,0.1,sine
0,0,1.537838504571109,483.3333333333333,10,slope,logDoK,0.1,sine
1,1,1.5375589279400108,362.5,10,slope,logDoK,0.1,sine
2,2,1.5392027452158743,290.0,10,slope,logDoK,0.1,sine
3,3,1.5454298020550354,241.66666666666663,10,slope,logDoK,0.1,sine
4,4,1.557516835832272,207.14285714285717,10,slope,logDoK,0.1,sine
5,5,1.5702212628872296,181.25,10,slope,logDoK,0.1,sine
6,6,1.5837156750297965,161.11111111111111,10,slope,logDoK,0.1,sine
7,7,1.5985169882094326,145.0,10,slope,logDoK,0.1,sine
8,8,1.6132351364477144,131.8181818181818,10,slope,logDoK,0.1,sine
9,9,1.6323578342227427,120.83333333333331,10,slope,logDoK,0.1,sine
10,10,1.6352992619639792,111.53846153846152,10,slope,logDoK,0.1,sine
11,11,1.6448816885802322,103.57142857142856,10,slope,logDoK,0.1,sine
12,12,1.652456082953539,96.66666666666669,10,slope,logDoK,0.1,sine
13,13,1.657397029990969,90.625,10,slope,logDoK,0.1,sine
14,14,1.653613025159348,85.29411764705883,10,slope,logDoK,0.1,sine
15,15,1.6792182909590072,80.55555555555556,10,slope,logDoK,0.1,sine
16,16,1.630124986515791,76.3157894736842,10,slope,logDoK,0.1,sine
17,17,1.613883471012672,72.5,10,slope,logDoK,0.1,sine
18,18,1.5952179757769491,69.04761904761905,10,slope,logDoK,0.1,sine
19,19,1.580841163961352,65.9090909090909,10,slope,logDoK,0.1,sine
20,20,1.5606148936082345,63.04347826086956,10,slope,logDoK,0.1,sine
21,21,1.4946585466936873,60.41666666666666,10,slope,logDoK,0.1,sine
22,22,1.5122401555406864,58.0,10,slope,logDoK,0.1,sine
23,23,1.4827409123713058,55.76923076923077,10,slope,logDoK,0.1,sine
24,24,1.4362964849799558,53.7037037037037,10,slope,logDoK,0.1,sine
25,25,1.4137028378046153,51.785714285714285,10,slope,logDoK,0.1,sine
26,26,1.3865385567755917,50.0,10,slope,logDoK,0.1,sine
27,27,1.3411105670410004,48.333333333333336,10,slope,logDoK,0.1,sine
28,28,1.303901213481812,46.774193548387096,10,slope,logDoK,0.1,sine
29,29,1.2640119699601706,45.3125,10,slope,logDoK,0.1,sine
30,30,1.2553555309414282,43.93939393939394,10,slope,logDoK,0.1,sine
31,31,1.2289899935125377,42.64705882352941,10,slope,logDoK,0.1,sine
32,32,1.2139904166679627,41.42857142857143,10,slope,logDoK,0.1,sine
33,33,1.1605835243426066,40.27777777777778,10,slope,logDoK,0.1,sine
34,34,1.1835079383805407,39.18918918918919,10,slope,logDoK,0.1,sine
35,35,1.1731225526184068,38.1578947368421,10,slope,logDoK,0.1,sine
36,36,1.163064465102341,37.17948717948718,10,slope,logDoK,0.1,sine
37,37,1.148096576474224,36.25,10,slope,logDoK,0.1,sine
38,38,1.1354612761840044,35.36585365853659,10,slope,logDoK,0.1,sine
39,39,1.1173286791367187,34.523809523809526,10,slope,logDoK,0.1,sine
40,40,1.1004234300483744,33.72093023255814,10,slope,logDoK,0.1,sine
41,41,1.082932834015517,32.95454545454545,10,slope,logDoK,0.1,sine
42,42,1.0663921784748205,32.22222222222222,10,slope,logDoK,0.1,sine
43,43,1.0400823947080164,31.52173913043478,10,slope,logDoK,0.1,sine
44,44,1.023874562643251,30.851063829787236,10,slope,logDoK,0.1,sine
45,45,1.0349198245616131,30.20833333333333,10,slope,logDoK,0.1,sine
46,46,0.9971809391114416,29.59183673469388,10,slope,logDoK,0.1,sine
47,47,0.9847432681079168,29.0,10,slope,logDoK,0.1,sine
48,48,0.9749670287063374,28.431372549019606,10,slope,logDoK,0.1,sine
49,49,0.9603089008354256,27.884615384615383,10,slope,logDoK,0.1,sine
50,50,0.9435146372439894,27.358490566037737,10,slope,logDoK,0.1,sine
51,51,0.9248967203765368,26.85185185185185,10,slope,logDoK,0.1,sine
52,52,0.9079759699488528,26.363636363636363,10,slope,logDoK,0.1,sine
53,53,0.9000341273258023,25.892857142857142,10,slope,logDoK,0.1,sine
54,54,0.8884963423246363,25.43859649122807,10,slope,logDoK,0.1,sine
55,55,0.8748219713990308,25.0,10,slope,logDoK,0.1,sine
56,56,0.8485727093630477,24.57627118644068,10,slope,logDoK,0.1,sine
57,57,0.8471550581629342,24.166666666666668,10,slope,logDoK,0.1,sine
58,58,0.8336814372557064,23.770491803278688,10,slope,logDoK,0.1,sine
59,59,0.8445615152649611,23.387096774193548,10,slope,logDoK,0.1,sine
60,60,0.8576903618287006,23.015873015873016,10,slope,logDoK,0.1,sine
61,61,0.8560174040812603,22.65625,10,slope,logDoK,0.1,sine
62,62,0.8531541481106864,22.307692307692307,10,slope,logDoK,0.1,sine
63,63,0.8363452938196473,21.96969696969697,10,slope,logDoK,0.1,sine
64,64,0.8092507534697908,21.64179104477612,10,slope,logDoK,0.1,sine
65,65,0.7719635146333398,21.323529411764707,10,slope,logDoK,0.1,sine
66,66,0.7907013699164611,21.014492753623188,10,slope,logDoK,0.1,sine
67,67,0.8197967801742554,20.714285714285715,10,slope,logDoK,0.1,sine
68,68,0.9011066767613984,20.422535211267604,10,slope,logDoK,0.1,sine
69,69,1.1698645087421715,20.13888888888889,10,slope,logDoK,0.1,sine
70,70,0.938227340149369,19.863013698630137,10,slope,logDoK,0.1,sine
71,71,0.8423634969699645,19.594594594594597,10,slope,logDoK,0.1,sine
72,72,0.7929729351600865,19.33333333333333,10,slope,logDoK,0.1,sine
73,73,0.7727517807605464,19.07894736842105,10,slope,logDoK,0.1,sine
74,74,0.8020631661145645,18.83116883116883,10,slope,logDoK,0.1,sine
75,75,0.8274742303164255,18.58974358974359,10,slope,logDoK,0.1,sine
76,76,0.8487731728880248,18.354430379746837,10,slope,logDoK,0.1,sine
77,77,0.8559079636023323,18.125,10,slope,logDoK,0.1,sine
78,78,0.8636875691055361,17.901234567901234,10,slope,logDoK,0.1,sine
79,79,0.847820991608198,17.682926829268293,10,slope,logDoK,0.1,sine
80,80,0.8329204698567887,17.46987951807229,10,slope,logDoK,0.1,sine
81,81,0.8389887684245358,17.261904761904763,10,slope,logDoK,0.1,sine
82,82,0.8511315047043231,17.058823529411764,10,slope,logDoK,0.1,sine
83,83,0.8633382517952708,16.86046511627907,10,slope,logDoK,0.1,sine
84,84,0.8849226236488608,16.666666666666668,10,slope,logDoK,0.1,sine
85,85,0.8982744439333178,16.477272727272727,10,slope,logDoK,0.1,sine
86,86,0.904043152259572,16.292134831460675,10,slope,logDoK,0.1,sine
87,87,0.9131603135936814,16.11111111111111,10,slope,logDoK,0.1,sine
